# time  ID  size  fromHost  toHost  TTL  isResponse
1244.0000 M1244 500000 t54 t76 240 N 
1245.0000 M1245 500000 t63 t57 240 N 
1246.0000 M1246 500000 p29 p25 240 N 
1247.0000 M1247 500000 t68 t62 240 N 
1248.0000 M1248 500000 p17 t69 240 N 
1249.0000 M1249 500000 p27 t46 240 N 
1250.0000 M1250 500000 t64 t52 240 N 
1251.0000 M1251 500000 p20 t40 240 N 
1252.0000 M1252 500000 t64 p26 240 N 
1253.0000 M1253 500000 t51 t70 240 N 
1254.0000 M1254 500000 p25 p4 240 N 
1255.0000 M1255 500000 t68 p5 240 N 
1256.0000 M1256 500000 t69 p26 240 N 
1257.0000 M1257 500000 p1 t68 240 N 
1258.0000 M1258 500000 p2 p29 240 N 
1259.0000 M1259 500000 t57 p14 240 N 
1260.0000 M1260 500000 t73 p32 240 N 
1261.0000 M1261 500000 p9 t77 240 N 
1262.0000 M1262 500000 p15 t49 240 N 
1263.0000 M1263 500000 t50 p2 240 N 
1264.0000 M1264 500000 p11 p20 240 N 
1265.0000 M1265 500000 t71 p30 240 N 
1266.0000 M1266 500000 p22 t63 240 N 
1267.0000 M1267 500000 p15 t68 240 N 
1268.0000 M1268 500000 p1 p9 240 N 
1269.0000 M1269 500000 t66 t69 240 N 
1270.0000 M1270 500000 p34 p25 240 N 
1271.0000 M1271 500000 p17 p29 240 N 
1272.0000 M1272 500000 p23 p11 240 N 
1273.0000 M1273 500000 t71 t69 240 N 
1274.0000 M1274 500000 p29 p2 240 N 
1275.0000 M1275 500000 t40 t65 240 N 
1276.0000 M1276 500000 t63 p17 240 N 
1277.0000 M1277 500000 p7 t47 240 N 
1278.0000 M1278 500000 p7 p38 240 N 
1279.0000 M1279 500000 t42 t70 240 N 
1280.0000 M1280 500000 t61 t56 240 N 
1281.0000 M1281 500000 p1 p6 240 N 
1282.0000 M1282 500000 t58 t60 240 N 
1283.0000 M1283 500000 p0 p7 240 N 
1284.0000 M1284 500000 p32 p3 240 N 
1285.0000 M1285 500000 t47 p12 240 N 
1286.0000 M1286 500000 p3 t65 240 N 
1287.0000 M1287 500000 t63 p26 240 N 
1288.0000 M1288 500000 t68 t50 240 N 
1289.0000 M1289 500000 t53 p27 240 N 
1290.0000 M1290 500000 p22 p17 240 N 
1291.0000 M1291 500000 p35 t75 240 N 
1292.0000 M1292 500000 t56 p24 240 N 
1293.0000 M1293 500000 t61 t41 240 N 
1294.0000 M1294 500000 t50 t77 240 N 
1295.0000 M1295 500000 p0 t66 240 N 
1296.0000 M1296 500000 p36 p17 240 N 
1297.0000 M1297 500000 p20 p2 240 N 
1298.0000 M1298 500000 t46 t43 240 N 
1299.0000 M1299 500000 p5 t52 240 N 
1300.0000 M1300 500000 t69 p6 240 N 
1301.0000 M1301 500000 t69 t75 240 N 
1302.0000 M1302 500000 p7 p10 240 N 
1303.0000 M1303 500000 p12 t56 240 N 
1304.0000 M1304 500000 t73 t48 240 N 
1305.0000 M1305 500000 p31 p24 240 N 
1306.0000 M1306 500000 p2 p36 240 N 
1307.0000 M1307 500000 p11 p3 240 N 
1308.0000 M1308 500000 t62 t77 240 N 
1309.0000 M1309 500000 t75 p36 240 N 
1310.0000 M1310 500000 t45 p8 240 N 
1311.0000 M1311 500000 p10 t55 240 N 
1312.0000 M1312 500000 p3 p0 240 N 
1313.0000 M1313 500000 t73 t75 240 N 
1314.0000 M1314 500000 p6 t63 240 N 
1315.0000 M1315 500000 p9 p33 240 N 
1316.0000 M1316 500000 p37 p25 240 N 
1317.0000 M1317 500000 t74 t56 240 N 
1318.0000 M1318 500000 t73 p35 240 N 
1319.0000 M1319 500000 p12 t70 240 N 
1320.0000 M1320 500000 t44 p2 240 N 
1321.0000 M1321 500000 p35 t53 240 N 
1322.0000 M1322 500000 t72 p18 240 N 
1323.0000 M1323 500000 p21 p8 240 N 
1324.0000 M1324 500000 t44 t75 240 N 
1325.0000 M1325 500000 p23 t58 240 N 
1326.0000 M1326 500000 t65 t53 240 N 
1327.0000 M1327 500000 t45 p24 240 N 
1328.0000 M1328 500000 p39 p38 240 N 
1329.0000 M1329 500000 p1 p0 240 N 
1330.0000 M1330 500000 t52 t74 240 N 
1331.0000 M1331 500000 p3 p29 240 N 
1332.0000 M1332 500000 p20 t64 240 N 
1333.0000 M1333 500000 t77 t61 240 N 
1334.0000 M1334 500000 p24 t67 240 N 
1335.0000 M1335 500000 t58 t55 240 N 
1336.0000 M1336 500000 p33 t64 240 N 
1337.0000 M1337 500000 p4 p24 240 N 
1338.0000 M1338 500000 t63 t77 240 N 
1339.0000 M1339 500000 p14 t60 240 N 
1340.0000 M1340 500000 p9 p33 240 N 
1341.0000 M1341 500000 p8 p13 240 N 
1342.0000 M1342 500000 p19 t63 240 N 
1343.0000 M1343 500000 p31 p39 240 N 
1344.0000 M1344 500000 p28 p37 240 N 
1345.0000 M1345 500000 p38 t60 240 N 
1346.0000 M1346 500000 p21 t66 240 N 
1347.0000 M1347 500000 p7 p10 240 N 
1348.0000 M1348 500000 t50 t76 240 N 
1349.0000 M1349 500000 t56 t51 240 N 
1350.0000 M1350 500000 p6 p13 240 N 
1351.0000 M1351 500000 t59 p29 240 N 
1352.0000 M1352 500000 p39 t68 240 N 
1353.0000 M1353 500000 t59 p1 240 N 
1354.0000 M1354 500000 p24 t48 240 N 
1355.0000 M1355 500000 p38 p14 240 N 
1356.0000 M1356 500000 p28 p1 240 N 
1357.0000 M1357 500000 t50 t65 240 N 
1358.0000 M1358 500000 t66 p10 240 N 
1359.0000 M1359 500000 p18 p25 240 N 
1360.0000 M1360 500000 p10 p30 240 N 
1361.0000 M1361 500000 t52 p1 240 N 
1362.0000 M1362 500000 p27 t64 240 N 
1363.0000 M1363 500000 p27 p2 240 N 
1364.0000 M1364 500000 p24 p25 240 N 
1365.0000 M1365 500000 p22 p27 240 N 
1366.0000 M1366 500000 p25 t54 240 N 
1367.0000 M1367 500000 p39 t75 240 N 
1368.0000 M1368 500000 p2 p22 240 N 
1369.0000 M1369 500000 t45 p26 240 N 
1370.0000 M1370 500000 t54 t65 240 N 
1371.0000 M1371 500000 t67 t46 240 N 
1372.0000 M1372 500000 p1 t67 240 N 
1373.0000 M1373 500000 p10 p13 240 N 
1374.0000 M1374 500000 p36 t59 240 N 
1375.0000 M1375 500000 p31 p28 240 N 
1376.0000 M1376 500000 t43 p1 240 N 
1377.0000 M1377 500000 p0 t60 240 N 
1378.0000 M1378 500000 p39 p21 240 N 
1379.0000 M1379 500000 t40 p7 240 N 
1380.0000 M1380 500000 t40 p15 240 N 
1381.0000 M1381 500000 p29 p26 240 N 
1382.0000 M1382 500000 p3 t44 240 N 
1383.0000 M1383 500000 t61 p4 240 N 
1384.0000 M1384 500000 p36 p5 240 N 
1385.0000 M1385 500000 p5 p19 240 N 
1386.0000 M1386 500000 p34 p26 240 N 
1387.0000 M1387 500000 p35 t51 240 N 
1388.0000 M1388 500000 t45 p22 240 N 
1389.0000 M1389 500000 p29 p37 240 N 
1390.0000 M1390 500000 p19 p23 240 N 
1391.0000 M1391 500000 t55 t76 240 N 
1392.0000 M1392 500000 p31 p32 240 N 
1393.0000 M1393 500000 p21 p25 240 N 
1394.0000 M1394 500000 p1 p11 240 N 
1395.0000 M1395 500000 t72 t76 240 N 
1396.0000 M1396 500000 p9 t43 240 N 
1397.0000 M1397 500000 p15 p31 240 N 
1398.0000 M1398 500000 t45 t52 240 N 
1399.0000 M1399 500000 t69 t72 240 N 
1400.0000 M1400 500000 t46 p25 240 N 
1401.0000 M1401 500000 t64 p39 240 N 
1402.0000 M1402 500000 t57 p16 240 N 
1403.0000 M1403 500000 t78 p7 240 N 
1404.0000 M1404 500000 p5 p8 240 N 
1405.0000 M1405 500000 t74 t51 240 N 
1406.0000 M1406 500000 t51 p5 240 N 
1407.0000 M1407 500000 p22 t49 240 N 
1408.0000 M1408 500000 p12 t57 240 N 
1409.0000 M1409 500000 t40 t43 240 N 
1410.0000 M1410 500000 t66 t55 240 N 
1411.0000 M1411 500000 t67 t65 240 N 
1412.0000 M1412 500000 p6 t49 240 N 
1413.0000 M1413 500000 p2 t50 240 N 
1414.0000 M1414 500000 t54 t53 240 N 
1415.0000 M1415 500000 t72 t43 240 N 
1416.0000 M1416 500000 t75 p39 240 N 
1417.0000 M1417 500000 p36 t47 240 N 
1418.0000 M1418 500000 t74 p2 240 N 
1419.0000 M1419 500000 p2 p33 240 N 
1420.0000 M1420 500000 t69 t71 240 N 
1421.0000 M1421 500000 p3 t53 240 N 
1422.0000 M1422 500000 p30 p13 240 N 
1423.0000 M1423 500000 p26 t53 240 N 
1424.0000 M1424 500000 t47 t40 240 N 
1425.0000 M1425 500000 t60 p12 240 N 
1426.0000 M1426 500000 t54 t69 240 N 
1427.0000 M1427 500000 p10 p31 240 N 
1428.0000 M1428 500000 p29 t71 240 N 
1429.0000 M1429 500000 p28 p24 240 N 
1430.0000 M1430 500000 p26 p15 240 N 
1431.0000 M1431 500000 t59 p17 240 N 
1432.0000 M1432 500000 t43 p13 240 N 
1433.0000 M1433 500000 p26 p35 240 N 
1434.0000 M1434 500000 p2 t75 240 N 
1435.0000 M1435 500000 p4 p1 240 N 
1436.0000 M1436 500000 p27 t65 240 N 
1437.0000 M1437 500000 p34 p8 240 N 
1438.0000 M1438 500000 p39 t45 240 N 
1439.0000 M1439 500000 p22 p35 240 N 
1440.0000 M1440 500000 t55 p16 240 N 
1441.0000 M1441 500000 p0 p18 240 N 
1442.0000 M1442 500000 t76 t72 240 N 
1443.0000 M1443 500000 p23 t41 240 N 
1444.0000 M1444 500000 p3 p39 240 N 
1445.0000 M1445 500000 t69 t76 240 N 
1446.0000 M1446 500000 t72 t64 240 N 
1447.0000 M1447 500000 t41 p1 240 N 
1448.0000 M1448 500000 t63 t60 240 N 
1449.0000 M1449 500000 t76 p6 240 N 
1450.0000 M1450 500000 t41 p7 240 N 
1451.0000 M1451 500000 p19 p35 240 N 
1452.0000 M1452 500000 p28 p21 240 N 
1453.0000 M1453 500000 t62 p24 240 N 
1454.0000 M1454 500000 t73 t67 240 N 
1455.0000 M1455 500000 p7 p26 240 N 
1456.0000 M1456 500000 p9 t52 240 N 
1457.0000 M1457 500000 p32 t59 240 N 
1458.0000 M1458 500000 p9 t64 240 N 
1459.0000 M1459 500000 p33 p38 240 N 
1460.0000 M1460 500000 p33 p19 240 N 
1461.0000 M1461 500000 p7 t56 240 N 
1462.0000 M1462 500000 p7 p11 240 N 
1463.0000 M1463 500000 p21 p7 240 N 
1464.0000 M1464 500000 p27 t46 240 N 
1465.0000 M1465 500000 t75 t57 240 N 
1466.0000 M1466 500000 p31 t65 240 N 
1467.0000 M1467 500000 p24 t60 240 N 
1468.0000 M1468 500000 p12 t48 240 N 
1469.0000 M1469 500000 p37 p21 240 N 
1470.0000 M1470 500000 t69 t51 240 N 
1471.0000 M1471 500000 t53 p20 240 N 
1472.0000 M1472 500000 p10 t69 240 N 
1473.0000 M1473 500000 p24 p23 240 N 
1474.0000 M1474 500000 p3 t60 240 N 
1475.0000 M1475 500000 t74 p38 240 N 
1476.0000 M1476 500000 t42 t72 240 N 
1477.0000 M1477 500000 p15 p25 240 N 
1478.0000 M1478 500000 t71 p34 240 N 
1479.0000 M1479 500000 p35 p4 240 N 
1480.0000 M1480 500000 t53 t44 240 N 
1481.0000 M1481 500000 p2 t57 240 N 
1482.0000 M1482 500000 t70 p9 240 N 
1483.0000 M1483 500000 p4 p36 240 N 
1484.0000 M1484 500000 t78 p0 240 N 
1485.0000 M1485 500000 t66 p28 240 N 
1486.0000 M1486 500000 p30 p2 240 N 
1487.0000 M1487 500000 t75 t56 240 N 
1488.0000 M1488 500000 t64 t75 240 N 
1489.0000 M1489 500000 t78 p29 240 N 
1490.0000 M1490 500000 p22 p17 240 N 
1491.0000 M1491 500000 p38 t54 240 N 
1492.0000 M1492 500000 p25 p36 240 N 
1493.0000 M1493 500000 p7 p28 240 N 
1494.0000 M1494 500000 p33 t52 240 N 
1495.0000 M1495 500000 t61 p9 240 N 
1496.0000 M1496 500000 t42 p18 240 N 
1497.0000 M1497 500000 p22 p24 240 N 
1498.0000 M1498 500000 p39 t53 240 N 
1499.0000 M1499 500000 t72 p13 240 N 
1500.0000 M1500 500000 t72 p35 240 N 
1501.0000 M1501 500000 t43 t53 240 N 
1502.0000 M1502 500000 t75 p32 240 N 
1503.0000 M1503 500000 p18 p7 240 N 
1504.0000 M1504 500000 t67 p13 240 N 
1505.0000 M1505 500000 t40 t41 240 N 
1506.0000 M1506 500000 p22 t77 240 N 
1507.0000 M1507 500000 p20 t78 240 N 
1508.0000 M1508 500000 p19 p14 240 N 
1509.0000 M1509 500000 p28 p11 240 N 
1510.0000 M1510 500000 p0 t76 240 N 
1511.0000 M1511 500000 p4 t74 240 N 
1512.0000 M1512 500000 t44 t66 240 N 
1513.0000 M1513 500000 p20 t54 240 N 
1514.0000 M1514 500000 p26 p24 240 N 
1515.0000 M1515 500000 p15 p6 240 N 
1516.0000 M1516 500000 t56 t45 240 N 
1517.0000 M1517 500000 p37 p28 240 N 
1518.0000 M1518 500000 t46 p21 240 N 
1519.0000 M1519 500000 p4 p32 240 N 
1520.0000 M1520 500000 p34 t51 240 N 
1521.0000 M1521 500000 p35 t62 240 N 
1522.0000 M1522 500000 p24 p31 240 N 
1523.0000 M1523 500000 t66 p13 240 N 
1524.0000 M1524 500000 t55 p10 240 N 
1525.0000 M1525 500000 p39 t67 240 N 
1526.0000 M1526 500000 p34 t70 240 N 
1527.0000 M1527 500000 p36 t74 240 N 
1528.0000 M1528 500000 p32 t66 240 N 
1529.0000 M1529 500000 t75 p15 240 N 
1530.0000 M1530 500000 t70 t71 240 N 
1531.0000 M1531 500000 t62 t73 240 N 
1532.0000 M1532 500000 t56 p33 240 N 
1533.0000 M1533 500000 t75 t69 240 N 
1534.0000 M1534 500000 t44 t57 240 N 
1535.0000 M1535 500000 t52 t49 240 N 
1536.0000 M1536 500000 t63 t78 240 N 
1537.0000 M1537 500000 t53 t45 240 N 
1538.0000 M1538 500000 p21 p9 240 N 
1539.0000 M1539 500000 t48 p8 240 N 
1540.0000 M1540 500000 t65 p37 240 N 
1541.0000 M1541 500000 p1 p3 240 N 
1542.0000 M1542 500000 p2 p4 240 N 
1543.0000 M1543 500000 t54 p32 240 N 
1544.0000 M1544 500000 t44 p10 240 N 
1545.0000 M1545 500000 t58 t49 240 N 
1546.0000 M1546 500000 p21 t55 240 N 
1547.0000 M1547 500000 p8 t68 240 N 
1548.0000 M1548 500000 p6 p5 240 N 
1549.0000 M1549 500000 t64 t49 240 N 
1550.0000 M1550 500000 t52 p21 240 N 
1551.0000 M1551 500000 p18 p11 240 N 
1552.0000 M1552 500000 t51 t54 240 N 
1553.0000 M1553 500000 t44 t68 240 N 
1554.0000 M1554 500000 p14 t47 240 N 
1555.0000 M1555 500000 p5 t46 240 N 
1556.0000 M1556 500000 t42 p30 240 N 
1557.0000 M1557 500000 t77 t63 240 N 
1558.0000 M1558 500000 p16 t74 240 N 
1559.0000 M1559 500000 t61 t41 240 N 
1560.0000 M1560 500000 t47 t40 240 N 
1561.0000 M1561 500000 t68 p0 240 N 
1562.0000 M1562 500000 p6 p28 240 N 
1563.0000 M1563 500000 t65 t41 240 N 
1564.0000 M1564 500000 t68 t61 240 N 
1565.0000 M1565 500000 p22 t41 240 N 
1566.0000 M1566 500000 p24 p6 240 N 
1567.0000 M1567 500000 t59 t69 240 N 
1568.0000 M1568 500000 t57 t52 240 N 
1569.0000 M1569 500000 p3 t52 240 N 
1570.0000 M1570 500000 p23 t50 240 N 
1571.0000 M1571 500000 t47 t42 240 N 
1572.0000 M1572 500000 p7 t57 240 N 
1573.0000 M1573 500000 p3 p14 240 N 
1574.0000 M1574 500000 t54 p24 240 N 
1575.0000 M1575 500000 t50 p22 240 N 
1576.0000 M1576 500000 t54 p32 240 N 
1577.0000 M1577 500000 p35 p12 240 N 
1578.0000 M1578 500000 p15 p26 240 N 
1579.0000 M1579 500000 t73 p1 240 N 
1580.0000 M1580 500000 p5 t78 240 N 
1581.0000 M1581 500000 p37 t60 240 N 
1582.0000 M1582 500000 p37 p28 240 N 
1583.0000 M1583 500000 p12 t75 240 N 
1584.0000 M1584 500000 t49 p12 240 N 
1585.0000 M1585 500000 p16 t73 240 N 
1586.0000 M1586 500000 p17 t41 240 N 
1587.0000 M1587 500000 p5 p1 240 N 
1588.0000 M1588 500000 t55 t42 240 N 
1589.0000 M1589 500000 p17 t76 240 N 
1590.0000 M1590 500000 t46 p12 240 N 
1591.0000 M1591 500000 p21 p0 240 N 
1592.0000 M1592 500000 t78 t52 240 N 
1593.0000 M1593 500000 p11 p25 240 N 
1594.0000 M1594 500000 p29 p31 240 N 
1595.0000 M1595 500000 p13 t62 240 N 
1596.0000 M1596 500000 p18 t50 240 N 
1597.0000 M1597 500000 p2 t61 240 N 
1598.0000 M1598 500000 t70 t46 240 N 
1599.0000 M1599 500000 p36 p22 240 N 
1600.0000 M1600 500000 t44 t66 240 N 
1601.0000 M1601 500000 t67 t77 240 N 
1602.0000 M1602 500000 p27 p19 240 N 
1603.0000 M1603 500000 t46 p33 240 N 
1604.0000 M1604 500000 p28 p5 240 N 
1605.0000 M1605 500000 t69 p34 240 N 
1606.0000 M1606 500000 p8 p23 240 N 
1607.0000 M1607 500000 p36 t66 240 N 
1608.0000 M1608 500000 t67 t70 240 N 
1609.0000 M1609 500000 p33 p10 240 N 
1610.0000 M1610 500000 t63 t64 240 N 
1611.0000 M1611 500000 p19 t45 240 N 
1612.0000 M1612 500000 t74 t48 240 N 
1613.0000 M1613 500000 p1 p6 240 N 
1614.0000 M1614 500000 t77 p30 240 N 
1615.0000 M1615 500000 p30 t63 240 N 
1616.0000 M1616 500000 t51 p37 240 N 
1617.0000 M1617 500000 p12 p1 240 N 
1618.0000 M1618 500000 p10 p19 240 N 
1619.0000 M1619 500000 t43 t72 240 N 
1620.0000 M1620 500000 t64 t77 240 N 
1621.0000 M1621 500000 p6 t73 240 N 
1622.0000 M1622 500000 p36 t45 240 N 
1623.0000 M1623 500000 p30 t66 240 N 
1624.0000 M1624 500000 p26 p5 240 N 
1625.0000 M1625 500000 p23 t53 240 N 
1626.0000 M1626 500000 p10 t56 240 N 
1627.0000 M1627 500000 p14 p1 240 N 
1628.0000 M1628 500000 p1 p21 240 N 
1629.0000 M1629 500000 t56 p31 240 N 
1630.0000 M1630 500000 t70 p37 240 N 
1631.0000 M1631 500000 p20 p36 240 N 
1632.0000 M1632 500000 t49 p11 240 N 
1633.0000 M1633 500000 t43 p2 240 N 
1634.0000 M1634 500000 t55 p22 240 N 
1635.0000 M1635 500000 t78 p31 240 N 
1636.0000 M1636 500000 t62 t68 240 N 
1637.0000 M1637 500000 p27 p19 240 N 
1638.0000 M1638 500000 p36 p19 240 N 
1639.0000 M1639 500000 t64 p39 240 N 
1640.0000 M1640 500000 t50 p34 240 N 
1641.0000 M1641 500000 t64 p2 240 N 
1642.0000 M1642 500000 p0 t66 240 N 
1643.0000 M1643 500000 t43 t46 240 N 
1644.0000 M1644 500000 p28 p4 240 N 
1645.0000 M1645 500000 t72 t41 240 N 
1646.0000 M1646 500000 t40 t46 240 N 
1647.0000 M1647 500000 t42 p11 240 N 
1648.0000 M1648 500000 p6 t63 240 N 
1649.0000 M1649 500000 t67 p27 240 N 
1650.0000 M1650 500000 p10 t54 240 N 
1651.0000 M1651 500000 p3 p37 240 N 
1652.0000 M1652 500000 p25 t48 240 N 
1653.0000 M1653 500000 t48 p9 240 N 
1654.0000 M1654 500000 p19 t74 240 N 
1655.0000 M1655 500000 p17 t55 240 N 
1656.0000 M1656 500000 p27 t68 240 N 
1657.0000 M1657 500000 t41 p4 240 N 
1658.0000 M1658 500000 t72 p33 240 N 
1659.0000 M1659 500000 t77 p26 240 N 
1660.0000 M1660 500000 t72 t48 240 N 
1661.0000 M1661 500000 t76 t48 240 N 
1662.0000 M1662 500000 p26 p4 240 N 
1663.0000 M1663 500000 p5 p18 240 N 
1664.0000 M1664 500000 p14 p17 240 N 
1665.0000 M1665 500000 t52 p21 240 N 
1666.0000 M1666 500000 p0 t77 240 N 
1667.0000 M1667 500000 t63 p22 240 N 
1668.0000 M1668 500000 p13 p19 240 N 
1669.0000 M1669 500000 p4 t49 240 N 
1670.0000 M1670 500000 t40 t56 240 N 
1671.0000 M1671 500000 t40 t58 240 N 
1672.0000 M1672 500000 t43 t44 240 N 
1673.0000 M1673 500000 p5 t61 240 N 
1674.0000 M1674 500000 t76 t48 240 N 
1675.0000 M1675 500000 p35 p25 240 N 
1676.0000 M1676 500000 t50 p22 240 N 
1677.0000 M1677 500000 p22 p0 240 N 
1678.0000 M1678 500000 p39 t57 240 N 
1679.0000 M1679 500000 t45 t64 240 N 
1680.0000 M1680 500000 p16 p10 240 N 
1681.0000 M1681 500000 p33 t43 240 N 
1682.0000 M1682 500000 t48 p17 240 N 
1683.0000 M1683 500000 p12 t53 240 N 
1684.0000 M1684 500000 p5 p30 240 N 
1685.0000 M1685 500000 p5 t50 240 N 
1686.0000 M1686 500000 p11 p7 240 N 
1687.0000 M1687 500000 p23 t76 240 N 
1688.0000 M1688 500000 p10 p15 240 N 
1689.0000 M1689 500000 p25 t50 240 N 
1690.0000 M1690 500000 t64 p17 240 N 
1691.0000 M1691 500000 t71 p10 240 N 
1692.0000 M1692 500000 t75 t47 240 N 
1693.0000 M1693 500000 t48 t68 240 N 
1694.0000 M1694 500000 p34 p17 240 N 
1695.0000 M1695 500000 t58 t47 240 N 
1696.0000 M1696 500000 p32 t44 240 N 
1697.0000 M1697 500000 t58 p24 240 N 
1698.0000 M1698 500000 t67 p16 240 N 
1699.0000 M1699 500000 p24 p32 240 N 
1700.0000 M1700 500000 t60 t48 240 N 
1701.0000 M1701 500000 t44 p25 240 N 
1702.0000 M1702 500000 t55 t62 240 N 
1703.0000 M1703 500000 p0 t67 240 N 
1704.0000 M1704 500000 p0 p36 240 N 
1705.0000 M1705 500000 t41 t71 240 N 
1706.0000 M1706 500000 p14 p1 240 N 
1707.0000 M1707 500000 t69 p2 240 N 
1708.0000 M1708 500000 p12 p30 240 N 
1709.0000 M1709 500000 p27 p24 240 N 
1710.0000 M1710 500000 p0 p19 240 N 
1711.0000 M1711 500000 t64 t61 240 N 
1712.0000 M1712 500000 p12 t68 240 N 
1713.0000 M1713 500000 t62 t43 240 N 
1714.0000 M1714 500000 t66 t74 240 N 
1715.0000 M1715 500000 p39 t69 240 N 
1716.0000 M1716 500000 t64 t62 240 N 
1717.0000 M1717 500000 t78 t46 240 N 
1718.0000 M1718 500000 t67 t41 240 N 
1719.0000 M1719 500000 t66 t50 240 N 
1720.0000 M1720 500000 t46 p31 240 N 
1721.0000 M1721 500000 t78 p28 240 N 
1722.0000 M1722 500000 p25 p15 240 N 
1723.0000 M1723 500000 p12 t72 240 N 
1724.0000 M1724 500000 t56 p11 240 N 
1725.0000 M1725 500000 p32 p21 240 N 
1726.0000 M1726 500000 t77 p18 240 N 
1727.0000 M1727 500000 p25 t57 240 N 
1728.0000 M1728 500000 p30 t61 240 N 
1729.0000 M1729 500000 t54 t61 240 N 
1730.0000 M1730 500000 t43 p2 240 N 
1731.0000 M1731 500000 t57 p6 240 N 
1732.0000 M1732 500000 t50 t63 240 N 
1733.0000 M1733 500000 p20 p9 240 N 
1734.0000 M1734 500000 p39 p12 240 N 
1735.0000 M1735 500000 t41 p13 240 N 
1736.0000 M1736 500000 t44 t40 240 N 
1737.0000 M1737 500000 t60 t74 240 N 
1738.0000 M1738 500000 p10 t76 240 N 
1739.0000 M1739 500000 p39 p32 240 N 
1740.0000 M1740 500000 p25 t69 240 N 
1741.0000 M1741 500000 p32 t46 240 N 
1742.0000 M1742 500000 t63 t42 240 N 
1743.0000 M1743 500000 t40 t49 240 N 
1744.0000 M1744 500000 t61 p28 240 N 
1745.0000 M1745 500000 t74 p30 240 N 
1746.0000 M1746 500000 p22 p35 240 N 
1747.0000 M1747 500000 t47 p14 240 N 
1748.0000 M1748 500000 t46 t66 240 N 
1749.0000 M1749 500000 t45 p7 240 N 
1750.0000 M1750 500000 p24 p18 240 N 
1751.0000 M1751 500000 p34 t56 240 N 
1752.0000 M1752 500000 p16 t53 240 N 
1753.0000 M1753 500000 t41 t46 240 N 
1754.0000 M1754 500000 t47 t60 240 N 
1755.0000 M1755 500000 t65 p12 240 N 
1756.0000 M1756 500000 t42 p29 240 N 
1757.0000 M1757 500000 t73 t51 240 N 
1758.0000 M1758 500000 t55 p10 240 N 
1759.0000 M1759 500000 t69 t78 240 N 
1760.0000 M1760 500000 t52 t63 240 N 
1761.0000 M1761 500000 t48 t71 240 N 
1762.0000 M1762 500000 t47 p31 240 N 
1763.0000 M1763 500000 t72 t44 240 N 
1764.0000 M1764 500000 p34 p21 240 N 
1765.0000 M1765 500000 p32 t66 240 N 
1766.0000 M1766 500000 p9 p37 240 N 
1767.0000 M1767 500000 p22 t75 240 N 
1768.0000 M1768 500000 t54 p36 240 N 
1769.0000 M1769 500000 p33 p29 240 N 
1770.0000 M1770 500000 t56 p25 240 N 
1771.0000 M1771 500000 t48 p13 240 N 
1772.0000 M1772 500000 p19 p28 240 N 
1773.0000 M1773 500000 p22 p39 240 N 
1774.0000 M1774 500000 p11 t54 240 N 
1775.0000 M1775 500000 t55 p15 240 N 
1776.0000 M1776 500000 p14 t76 240 N 
1777.0000 M1777 500000 p15 p16 240 N 
1778.0000 M1778 500000 t50 p7 240 N 
1779.0000 M1779 500000 p25 p6 240 N 
1780.0000 M1780 500000 p17 t55 240 N 
1781.0000 M1781 500000 t43 t60 240 N 
1782.0000 M1782 500000 p19 p9 240 N 
1783.0000 M1783 500000 p16 t40 240 N 
1784.0000 M1784 500000 p18 t57 240 N 
1785.0000 M1785 500000 p2 t59 240 N 
1786.0000 M1786 500000 p12 p39 240 N 
1787.0000 M1787 500000 p5 t64 240 N 
1788.0000 M1788 500000 t54 t76 240 N 
1789.0000 M1789 500000 t71 t67 240 N 
1790.0000 M1790 500000 p19 t66 240 N 
1791.0000 M1791 500000 t69 p12 240 N 
1792.0000 M1792 500000 t66 p32 240 N 
1793.0000 M1793 500000 t48 p35 240 N 
1794.0000 M1794 500000 p29 p8 240 N 
1795.0000 M1795 500000 t55 t57 240 N 
1796.0000 M1796 500000 p34 t75 240 N 
1797.0000 M1797 500000 t52 t65 240 N 
1798.0000 M1798 500000 p33 p10 240 N 
1799.0000 M1799 500000 p19 t64 240 N 
1800.0000 M1800 500000 t70 p39 240 N 
1801.0000 M1801 500000 p11 p13 240 N 
1802.0000 M1802 500000 p14 t54 240 N 
1803.0000 M1803 500000 p39 t57 240 N 
1804.0000 M1804 500000 p2 t68 240 N 
1805.0000 M1805 500000 t44 t49 240 N 
1806.0000 M1806 500000 p5 t57 240 N 
1807.0000 M1807 500000 p14 p28 240 N 
1808.0000 M1808 500000 p30 t63 240 N 
1809.0000 M1809 500000 p20 t42 240 N 
1810.0000 M1810 500000 t78 p11 240 N 
1811.0000 M1811 500000 t73 t63 240 N 
1812.0000 M1812 500000 p30 p3 240 N 
1813.0000 M1813 500000 t59 t55 240 N 
1814.0000 M1814 500000 p6 t64 240 N 
1815.0000 M1815 500000 t50 p19 240 N 
1816.0000 M1816 500000 p2 p33 240 N 
1817.0000 M1817 500000 p39 p2 240 N 
1818.0000 M1818 500000 t48 t72 240 N 
1819.0000 M1819 500000 p31 t70 240 N 
1820.0000 M1820 500000 t52 t47 240 N 
1821.0000 M1821 500000 t70 t54 240 N 
1822.0000 M1822 500000 p5 t44 240 N 
1823.0000 M1823 500000 t75 p13 240 N 
1824.0000 M1824 500000 t76 t51 240 N 
1825.0000 M1825 500000 t65 p24 240 N 
