# time  ID  size  fromHost  toHost  TTL  isResponse
632.0000 M632 500000 p25 t40 240 N 
633.0000 M633 500000 t66 p15 240 N 
634.0000 M634 500000 t68 p36 240 N 
635.0000 M635 500000 t66 t50 240 N 
636.0000 M636 500000 p11 t58 240 N 
637.0000 M637 500000 p24 p8 240 N 
638.0000 M638 500000 t47 p36 240 N 
639.0000 M639 500000 t66 t75 240 N 
640.0000 M640 500000 t72 t51 240 N 
641.0000 M641 500000 p19 p14 240 N 
642.0000 M642 500000 p27 p26 240 N 
643.0000 M643 500000 t78 t51 240 N 
644.0000 M644 500000 p16 p20 240 N 
645.0000 M645 500000 t57 p27 240 N 
646.0000 M646 500000 t73 p28 240 N 
647.0000 M647 500000 t67 p24 240 N 
648.0000 M648 500000 p6 p33 240 N 
649.0000 M649 500000 t45 t71 240 N 
650.0000 M650 500000 t73 t77 240 N 
651.0000 M651 500000 p39 t76 240 N 
652.0000 M652 500000 t77 p33 240 N 
653.0000 M653 500000 t52 t41 240 N 
654.0000 M654 500000 t65 p5 240 N 
655.0000 M655 500000 p2 p36 240 N 
656.0000 M656 500000 t66 t78 240 N 
657.0000 M657 500000 t69 t73 240 N 
658.0000 M658 500000 p3 p28 240 N 
659.0000 M659 500000 p36 t76 240 N 
660.0000 M660 500000 t50 p23 240 N 
661.0000 M661 500000 t75 t51 240 N 
662.0000 M662 500000 t71 p22 240 N 
663.0000 M663 500000 t53 t76 240 N 
664.0000 M664 500000 t53 p2 240 N 
665.0000 M665 500000 p14 p15 240 N 
666.0000 M666 500000 p35 p1 240 N 
667.0000 M667 500000 p12 t51 240 N 
668.0000 M668 500000 t72 t51 240 N 
669.0000 M669 500000 p37 p2 240 N 
670.0000 M670 500000 p27 p28 240 N 
671.0000 M671 500000 t43 t55 240 N 
672.0000 M672 500000 t69 t75 240 N 
673.0000 M673 500000 t43 p28 240 N 
674.0000 M674 500000 p15 p25 240 N 
675.0000 M675 500000 t49 t66 240 N 
676.0000 M676 500000 t68 t69 240 N 
677.0000 M677 500000 t44 p10 240 N 
678.0000 M678 500000 t69 p26 240 N 
679.0000 M679 500000 t46 p27 240 N 
680.0000 M680 500000 p23 p20 240 N 
681.0000 M681 500000 p3 p21 240 N 
682.0000 M682 500000 t73 t77 240 N 
683.0000 M683 500000 p38 t50 240 N 
684.0000 M684 500000 t70 t78 240 N 
685.0000 M685 500000 p35 t56 240 N 
686.0000 M686 500000 t43 t59 240 N 
687.0000 M687 500000 t59 t42 240 N 
688.0000 M688 500000 p1 p11 240 N 
689.0000 M689 500000 p39 t77 240 N 
690.0000 M690 500000 p4 p23 240 N 
691.0000 M691 500000 p14 p27 240 N 
692.0000 M692 500000 t53 p1 240 N 
693.0000 M693 500000 t52 p39 240 N 
694.0000 M694 500000 p2 p13 240 N 
695.0000 M695 500000 t74 t41 240 N 
696.0000 M696 500000 p11 t41 240 N 
697.0000 M697 500000 p24 t77 240 N 
698.0000 M698 500000 t44 t76 240 N 
699.0000 M699 500000 t58 p1 240 N 
700.0000 M700 500000 t51 t40 240 N 
701.0000 M701 500000 p11 t48 240 N 
702.0000 M702 500000 t58 p27 240 N 
703.0000 M703 500000 t49 t63 240 N 
704.0000 M704 500000 t53 t43 240 N 
705.0000 M705 500000 p10 p18 240 N 
706.0000 M706 500000 t43 t44 240 N 
707.0000 M707 500000 t68 t42 240 N 
708.0000 M708 500000 p35 p22 240 N 
709.0000 M709 500000 p15 t41 240 N 
710.0000 M710 500000 p16 t77 240 N 
711.0000 M711 500000 t78 p17 240 N 
712.0000 M712 500000 t69 t67 240 N 
713.0000 M713 500000 p23 t67 240 N 
714.0000 M714 500000 t49 p22 240 N 
715.0000 M715 500000 p26 p23 240 N 
716.0000 M716 500000 p29 t67 240 N 
717.0000 M717 500000 t47 p35 240 N 
718.0000 M718 500000 p9 t59 240 N 
719.0000 M719 500000 p34 t48 240 N 
720.0000 M720 500000 p12 p23 240 N 
721.0000 M721 500000 p8 t59 240 N 
722.0000 M722 500000 t72 p30 240 N 
723.0000 M723 500000 t64 t57 240 N 
724.0000 M724 500000 t72 p8 240 N 
725.0000 M725 500000 p37 p7 240 N 
726.0000 M726 500000 p11 t72 240 N 
727.0000 M727 500000 p5 p15 240 N 
728.0000 M728 500000 t55 p5 240 N 
729.0000 M729 500000 p7 t51 240 N 
730.0000 M730 500000 p22 p27 240 N 
731.0000 M731 500000 p36 t52 240 N 
732.0000 M732 500000 t45 p19 240 N 
733.0000 M733 500000 p32 t54 240 N 
734.0000 M734 500000 t44 p38 240 N 
735.0000 M735 500000 t66 p19 240 N 
736.0000 M736 500000 t78 t76 240 N 
737.0000 M737 500000 p29 t74 240 N 
738.0000 M738 500000 t47 p9 240 N 
739.0000 M739 500000 p37 p14 240 N 
740.0000 M740 500000 p8 t40 240 N 
741.0000 M741 500000 t58 p27 240 N 
742.0000 M742 500000 t45 p3 240 N 
743.0000 M743 500000 t53 p18 240 N 
744.0000 M744 500000 p20 p39 240 N 
745.0000 M745 500000 p33 t47 240 N 
746.0000 M746 500000 p2 p12 240 N 
747.0000 M747 500000 p17 t77 240 N 
748.0000 M748 500000 t49 t64 240 N 
749.0000 M749 500000 p38 t68 240 N 
750.0000 M750 500000 t59 p29 240 N 
751.0000 M751 500000 p16 t48 240 N 
752.0000 M752 500000 p36 t43 240 N 
753.0000 M753 500000 p13 t59 240 N 
754.0000 M754 500000 t63 t65 240 N 
755.0000 M755 500000 t43 p16 240 N 
756.0000 M756 500000 p26 t72 240 N 
757.0000 M757 500000 p35 p4 240 N 
758.0000 M758 500000 p11 t51 240 N 
759.0000 M759 500000 p17 t59 240 N 
760.0000 M760 500000 t74 p23 240 N 
761.0000 M761 500000 t74 p31 240 N 
762.0000 M762 500000 t51 p19 240 N 
763.0000 M763 500000 t70 t46 240 N 
764.0000 M764 500000 p29 p3 240 N 
765.0000 M765 500000 p17 t54 240 N 
766.0000 M766 500000 p30 t77 240 N 
767.0000 M767 500000 t66 p29 240 N 
768.0000 M768 500000 p19 p35 240 N 
769.0000 M769 500000 p24 p35 240 N 
770.0000 M770 500000 t77 p9 240 N 
771.0000 M771 500000 p36 p23 240 N 
772.0000 M772 500000 p17 t40 240 N 
773.0000 M773 500000 p27 p10 240 N 
774.0000 M774 500000 t43 p22 240 N 
775.0000 M775 500000 t65 t68 240 N 
776.0000 M776 500000 p13 t68 240 N 
777.0000 M777 500000 t73 p1 240 N 
778.0000 M778 500000 t70 p0 240 N 
779.0000 M779 500000 t76 t51 240 N 
780.0000 M780 500000 t44 t65 240 N 
781.0000 M781 500000 t51 p38 240 N 
782.0000 M782 500000 p24 p9 240 N 
783.0000 M783 500000 p32 p38 240 N 
784.0000 M784 500000 p4 t52 240 N 
785.0000 M785 500000 p23 t42 240 N 
786.0000 M786 500000 p28 p7 240 N 
787.0000 M787 500000 t61 p23 240 N 
788.0000 M788 500000 t42 p21 240 N 
789.0000 M789 500000 p37 p25 240 N 
790.0000 M790 500000 t71 t43 240 N 
791.0000 M791 500000 p10 t45 240 N 
792.0000 M792 500000 p34 p10 240 N 
793.0000 M793 500000 t50 t62 240 N 
794.0000 M794 500000 p38 t67 240 N 
795.0000 M795 500000 t46 p6 240 N 
796.0000 M796 500000 p38 t58 240 N 
797.0000 M797 500000 p21 t59 240 N 
798.0000 M798 500000 p25 p6 240 N 
799.0000 M799 500000 t73 p18 240 N 
800.0000 M800 500000 p31 p22 240 N 
801.0000 M801 500000 p21 p35 240 N 
802.0000 M802 500000 t42 t40 240 N 
803.0000 M803 500000 p26 p10 240 N 
804.0000 M804 500000 p38 t65 240 N 
805.0000 M805 500000 p17 t75 240 N 
806.0000 M806 500000 t49 p36 240 N 
807.0000 M807 500000 p25 t42 240 N 
808.0000 M808 500000 p37 p29 240 N 
809.0000 M809 500000 p33 p22 240 N 
810.0000 M810 500000 t67 p17 240 N 
811.0000 M811 500000 p16 t55 240 N 
812.0000 M812 500000 t54 p4 240 N 
813.0000 M813 500000 p13 p16 240 N 
814.0000 M814 500000 t48 p5 240 N 
815.0000 M815 500000 p31 p3 240 N 
816.0000 M816 500000 t60 p24 240 N 
817.0000 M817 500000 p25 t51 240 N 
818.0000 M818 500000 t40 t48 240 N 
819.0000 M819 500000 p14 p1 240 N 
820.0000 M820 500000 t58 p35 240 N 
821.0000 M821 500000 t42 p12 240 N 
822.0000 M822 500000 t68 p29 240 N 
823.0000 M823 500000 t75 p36 240 N 
824.0000 M824 500000 t61 p34 240 N 
825.0000 M825 500000 p19 p10 240 N 
826.0000 M826 500000 t46 t63 240 N 
827.0000 M827 500000 t43 p16 240 N 
828.0000 M828 500000 p36 t63 240 N 
829.0000 M829 500000 t51 t74 240 N 
830.0000 M830 500000 p25 p28 240 N 
831.0000 M831 500000 p23 t74 240 N 
832.0000 M832 500000 t65 p31 240 N 
833.0000 M833 500000 t68 t43 240 N 
834.0000 M834 500000 p9 p13 240 N 
835.0000 M835 500000 t62 t75 240 N 
836.0000 M836 500000 t68 p37 240 N 
837.0000 M837 500000 p21 t75 240 N 
838.0000 M838 500000 p37 p17 240 N 
839.0000 M839 500000 t46 p35 240 N 
840.0000 M840 500000 p8 t45 240 N 
841.0000 M841 500000 p38 p2 240 N 
842.0000 M842 500000 p33 t77 240 N 
843.0000 M843 500000 t45 p12 240 N 
844.0000 M844 500000 p18 p22 240 N 
845.0000 M845 500000 t45 p3 240 N 
846.0000 M846 500000 p21 p0 240 N 
847.0000 M847 500000 p12 t51 240 N 
848.0000 M848 500000 p0 p11 240 N 
849.0000 M849 500000 t53 p36 240 N 
850.0000 M850 500000 t56 t52 240 N 
851.0000 M851 500000 t71 t66 240 N 
852.0000 M852 500000 t70 p14 240 N 
853.0000 M853 500000 t47 t78 240 N 
854.0000 M854 500000 p32 t46 240 N 
855.0000 M855 500000 p32 t68 240 N 
856.0000 M856 500000 t44 t53 240 N 
857.0000 M857 500000 t76 p18 240 N 
858.0000 M858 500000 p6 p20 240 N 
859.0000 M859 500000 t73 p21 240 N 
860.0000 M860 500000 p21 p14 240 N 
861.0000 M861 500000 t53 t43 240 N 
862.0000 M862 500000 t71 p25 240 N 
863.0000 M863 500000 t40 p14 240 N 
864.0000 M864 500000 p37 p6 240 N 
865.0000 M865 500000 t59 p12 240 N 
866.0000 M866 500000 p3 t63 240 N 
867.0000 M867 500000 t63 p15 240 N 
868.0000 M868 500000 p21 t65 240 N 
869.0000 M869 500000 t42 t71 240 N 
870.0000 M870 500000 t60 t40 240 N 
871.0000 M871 500000 p39 t62 240 N 
872.0000 M872 500000 t74 t43 240 N 
873.0000 M873 500000 p16 p17 240 N 
874.0000 M874 500000 t66 t65 240 N 
875.0000 M875 500000 t44 t45 240 N 
876.0000 M876 500000 p16 p0 240 N 
877.0000 M877 500000 t48 p38 240 N 
878.0000 M878 500000 t46 p20 240 N 
879.0000 M879 500000 t46 p13 240 N 
880.0000 M880 500000 t41 t44 240 N 
881.0000 M881 500000 t42 p16 240 N 
882.0000 M882 500000 t69 p25 240 N 
883.0000 M883 500000 t58 p10 240 N 
884.0000 M884 500000 p15 p29 240 N 
885.0000 M885 500000 t75 t42 240 N 
886.0000 M886 500000 t50 t56 240 N 
887.0000 M887 500000 t42 p21 240 N 
888.0000 M888 500000 p8 t58 240 N 
889.0000 M889 500000 t40 t68 240 N 
890.0000 M890 500000 p38 t53 240 N 
891.0000 M891 500000 p26 p21 240 N 
892.0000 M892 500000 t42 t73 240 N 
893.0000 M893 500000 t50 t54 240 N 
894.0000 M894 500000 p38 p5 240 N 
895.0000 M895 500000 p0 t76 240 N 
896.0000 M896 500000 p19 t57 240 N 
897.0000 M897 500000 p34 p38 240 N 
898.0000 M898 500000 p31 p36 240 N 
899.0000 M899 500000 t62 t66 240 N 
900.0000 M900 500000 t60 t74 240 N 
901.0000 M901 500000 p34 t61 240 N 
902.0000 M902 500000 t58 p31 240 N 
903.0000 M903 500000 p26 t45 240 N 
904.0000 M904 500000 p20 p35 240 N 
905.0000 M905 500000 t43 t66 240 N 
906.0000 M906 500000 p26 p1 240 N 
907.0000 M907 500000 p16 t58 240 N 
908.0000 M908 500000 t43 t50 240 N 
909.0000 M909 500000 t56 p7 240 N 
910.0000 M910 500000 p3 t67 240 N 
911.0000 M911 500000 t45 t76 240 N 
912.0000 M912 500000 p23 p28 240 N 
913.0000 M913 500000 p24 t54 240 N 
914.0000 M914 500000 t75 t65 240 N 
915.0000 M915 500000 p5 t62 240 N 
916.0000 M916 500000 t75 p19 240 N 
917.0000 M917 500000 p26 p8 240 N 
918.0000 M918 500000 t48 t46 240 N 
919.0000 M919 500000 t72 p1 240 N 
920.0000 M920 500000 p9 t59 240 N 
921.0000 M921 500000 t69 p12 240 N 
922.0000 M922 500000 p7 t78 240 N 
923.0000 M923 500000 t44 p23 240 N 
924.0000 M924 500000 p38 p39 240 N 
925.0000 M925 500000 t69 p38 240 N 
926.0000 M926 500000 p24 t58 240 N 
927.0000 M927 500000 p1 p19 240 N 
928.0000 M928 500000 p12 t56 240 N 
929.0000 M929 500000 t47 t77 240 N 
930.0000 M930 500000 t40 t61 240 N 
931.0000 M931 500000 t49 p24 240 N 
932.0000 M932 500000 p30 p12 240 N 
933.0000 M933 500000 t44 p4 240 N 
934.0000 M934 500000 t48 p39 240 N 
935.0000 M935 500000 p3 t57 240 N 
936.0000 M936 500000 t58 t73 240 N 
937.0000 M937 500000 p1 p18 240 N 
938.0000 M938 500000 t42 t63 240 N 
939.0000 M939 500000 t73 p23 240 N 
940.0000 M940 500000 t48 t63 240 N 
941.0000 M941 500000 t48 p14 240 N 
942.0000 M942 500000 t40 p33 240 N 
943.0000 M943 500000 t54 t65 240 N 
944.0000 M944 500000 p33 p38 240 N 
945.0000 M945 500000 p18 p39 240 N 
946.0000 M946 500000 p36 t50 240 N 
947.0000 M947 500000 t76 p0 240 N 
948.0000 M948 500000 t60 t70 240 N 
949.0000 M949 500000 p31 t77 240 N 
950.0000 M950 500000 p11 t71 240 N 
951.0000 M951 500000 t77 t68 240 N 
952.0000 M952 500000 p39 p11 240 N 
953.0000 M953 500000 p39 t43 240 N 
954.0000 M954 500000 t71 t70 240 N 
955.0000 M955 500000 t75 t66 240 N 
956.0000 M956 500000 p18 t45 240 N 
957.0000 M957 500000 p26 t64 240 N 
958.0000 M958 500000 p4 p20 240 N 
959.0000 M959 500000 p21 p6 240 N 
960.0000 M960 500000 p29 t55 240 N 
961.0000 M961 500000 t65 t58 240 N 
962.0000 M962 500000 p34 p27 240 N 
963.0000 M963 500000 t74 p22 240 N 
964.0000 M964 500000 p24 t52 240 N 
965.0000 M965 500000 p34 t57 240 N 
966.0000 M966 500000 p1 t55 240 N 
967.0000 M967 500000 p5 t63 240 N 
968.0000 M968 500000 p13 t67 240 N 
969.0000 M969 500000 t63 p28 240 N 
970.0000 M970 500000 p27 p8 240 N 
971.0000 M971 500000 t69 p6 240 N 
972.0000 M972 500000 p18 p6 240 N 
973.0000 M973 500000 t45 t57 240 N 
974.0000 M974 500000 p19 t67 240 N 
975.0000 M975 500000 t70 p20 240 N 
976.0000 M976 500000 t61 t68 240 N 
977.0000 M977 500000 t70 p23 240 N 
978.0000 M978 500000 t76 t78 240 N 
979.0000 M979 500000 t74 t41 240 N 
980.0000 M980 500000 t60 p4 240 N 
981.0000 M981 500000 t44 p7 240 N 
982.0000 M982 500000 t42 t51 240 N 
983.0000 M983 500000 p31 p12 240 N 
984.0000 M984 500000 t50 p0 240 N 
985.0000 M985 500000 t62 t78 240 N 
986.0000 M986 500000 t62 p16 240 N 
987.0000 M987 500000 p8 p6 240 N 
988.0000 M988 500000 p35 t62 240 N 
989.0000 M989 500000 t49 p7 240 N 
990.0000 M990 500000 t50 p1 240 N 
991.0000 M991 500000 p34 p3 240 N 
992.0000 M992 500000 p4 p22 240 N 
993.0000 M993 500000 p39 p31 240 N 
994.0000 M994 500000 t53 p0 240 N 
995.0000 M995 500000 t78 t44 240 N 
996.0000 M996 500000 t77 t63 240 N 
997.0000 M997 500000 t59 t77 240 N 
998.0000 M998 500000 t73 p37 240 N 
999.0000 M999 500000 p0 p4 240 N 
1000.0000 M1000 500000 t61 t42 240 N 
1001.0000 M1001 500000 t42 p24 240 N 
1002.0000 M1002 500000 t61 t70 240 N 
1003.0000 M1003 500000 p1 t76 240 N 
1004.0000 M1004 500000 t55 t65 240 N 
1005.0000 M1005 500000 t72 p3 240 N 
1006.0000 M1006 500000 t68 p22 240 N 
1007.0000 M1007 500000 t49 p25 240 N 
1008.0000 M1008 500000 p26 t50 240 N 
1009.0000 M1009 500000 p12 p29 240 N 
1010.0000 M1010 500000 t44 t50 240 N 
1011.0000 M1011 500000 p37 p0 240 N 
1012.0000 M1012 500000 t74 p19 240 N 
1013.0000 M1013 500000 p15 p12 240 N 
1014.0000 M1014 500000 p1 t42 240 N 
1015.0000 M1015 500000 t77 p13 240 N 
1016.0000 M1016 500000 p23 t44 240 N 
1017.0000 M1017 500000 p31 t58 240 N 
1018.0000 M1018 500000 p17 t44 240 N 
1019.0000 M1019 500000 p3 p38 240 N 
1020.0000 M1020 500000 p12 t63 240 N 
1021.0000 M1021 500000 p9 p32 240 N 
1022.0000 M1022 500000 p15 p30 240 N 
1023.0000 M1023 500000 t45 t41 240 N 
1024.0000 M1024 500000 t59 p12 240 N 
1025.0000 M1025 500000 p35 t56 240 N 
1026.0000 M1026 500000 t66 t61 240 N 
1027.0000 M1027 500000 t73 t43 240 N 
1028.0000 M1028 500000 p10 p14 240 N 
1029.0000 M1029 500000 p29 t70 240 N 
1030.0000 M1030 500000 t76 t44 240 N 
1031.0000 M1031 500000 p4 p1 240 N 
1032.0000 M1032 500000 p4 p36 240 N 
1033.0000 M1033 500000 t58 p13 240 N 
1034.0000 M1034 500000 p6 p23 240 N 
1035.0000 M1035 500000 p11 p14 240 N 
1036.0000 M1036 500000 p39 t55 240 N 
1037.0000 M1037 500000 t58 p35 240 N 
1038.0000 M1038 500000 p4 p11 240 N 
1039.0000 M1039 500000 p39 t43 240 N 
1040.0000 M1040 500000 t51 t46 240 N 
1041.0000 M1041 500000 t45 p26 240 N 
1042.0000 M1042 500000 p23 p18 240 N 
1043.0000 M1043 500000 p1 t65 240 N 
1044.0000 M1044 500000 t78 p34 240 N 
1045.0000 M1045 500000 t72 t45 240 N 
1046.0000 M1046 500000 t72 t49 240 N 
1047.0000 M1047 500000 p9 t74 240 N 
1048.0000 M1048 500000 t41 p32 240 N 
1049.0000 M1049 500000 p14 p9 240 N 
1050.0000 M1050 500000 p33 t57 240 N 
1051.0000 M1051 500000 p17 p24 240 N 
1052.0000 M1052 500000 p15 p33 240 N 
1053.0000 M1053 500000 t63 p32 240 N 
1054.0000 M1054 500000 t74 p27 240 N 
1055.0000 M1055 500000 t54 p6 240 N 
1056.0000 M1056 500000 p4 t77 240 N 
1057.0000 M1057 500000 t58 t64 240 N 
1058.0000 M1058 500000 p19 t46 240 N 
1059.0000 M1059 500000 p16 p2 240 N 
1060.0000 M1060 500000 t55 t69 240 N 
1061.0000 M1061 500000 p7 p32 240 N 
1062.0000 M1062 500000 t75 p36 240 N 
1063.0000 M1063 500000 p16 p1 240 N 
1064.0000 M1064 500000 p10 p9 240 N 
1065.0000 M1065 500000 p38 t47 240 N 
1066.0000 M1066 500000 p0 p24 240 N 
1067.0000 M1067 500000 t49 t56 240 N 
1068.0000 M1068 500000 p27 t64 240 N 
1069.0000 M1069 500000 p4 p14 240 N 
1070.0000 M1070 500000 t75 t74 240 N 
1071.0000 M1071 500000 p20 p23 240 N 
1072.0000 M1072 500000 t50 p29 240 N 
1073.0000 M1073 500000 t77 p39 240 N 
1074.0000 M1074 500000 t45 t68 240 N 
1075.0000 M1075 500000 p26 t54 240 N 
1076.0000 M1076 500000 p15 p26 240 N 
1077.0000 M1077 500000 p29 t45 240 N 
1078.0000 M1078 500000 p21 p8 240 N 
1079.0000 M1079 500000 t52 p39 240 N 
1080.0000 M1080 500000 t44 t73 240 N 
1081.0000 M1081 500000 p11 t46 240 N 
1082.0000 M1082 500000 p1 p34 240 N 
1083.0000 M1083 500000 t42 p1 240 N 
1084.0000 M1084 500000 p36 t46 240 N 
1085.0000 M1085 500000 p33 t62 240 N 
1086.0000 M1086 500000 p13 p18 240 N 
1087.0000 M1087 500000 p21 p15 240 N 
1088.0000 M1088 500000 t43 p27 240 N 
1089.0000 M1089 500000 p13 t42 240 N 
1090.0000 M1090 500000 p7 p12 240 N 
1091.0000 M1091 500000 t41 t54 240 N 
1092.0000 M1092 500000 t75 t69 240 N 
1093.0000 M1093 500000 p5 t58 240 N 
1094.0000 M1094 500000 p2 t43 240 N 
1095.0000 M1095 500000 p12 p23 240 N 
1096.0000 M1096 500000 t66 t73 240 N 
1097.0000 M1097 500000 t57 p39 240 N 
1098.0000 M1098 500000 t50 p35 240 N 
1099.0000 M1099 500000 p2 t78 240 N 
1100.0000 M1100 500000 p21 p27 240 N 
1101.0000 M1101 500000 p10 p27 240 N 
1102.0000 M1102 500000 t48 t61 240 N 
1103.0000 M1103 500000 t41 t72 240 N 
1104.0000 M1104 500000 p9 t43 240 N 
1105.0000 M1105 500000 p30 t51 240 N 
1106.0000 M1106 500000 t49 t65 240 N 
1107.0000 M1107 500000 t47 t41 240 N 
1108.0000 M1108 500000 p33 p26 240 N 
1109.0000 M1109 500000 p30 p5 240 N 
1110.0000 M1110 500000 p16 p38 240 N 
1111.0000 M1111 500000 t74 t41 240 N 
1112.0000 M1112 500000 t58 p8 240 N 
1113.0000 M1113 500000 t44 t72 240 N 
1114.0000 M1114 500000 p7 t71 240 N 
1115.0000 M1115 500000 p10 t52 240 N 
1116.0000 M1116 500000 p18 t55 240 N 
1117.0000 M1117 500000 t51 p31 240 N 
1118.0000 M1118 500000 p2 p7 240 N 
1119.0000 M1119 500000 t77 t76 240 N 
1120.0000 M1120 500000 p23 p20 240 N 
1121.0000 M1121 500000 p37 t54 240 N 
1122.0000 M1122 500000 t44 p35 240 N 
1123.0000 M1123 500000 t72 p20 240 N 
1124.0000 M1124 500000 p6 p33 240 N 
1125.0000 M1125 500000 t74 t66 240 N 
1126.0000 M1126 500000 t75 t76 240 N 
1127.0000 M1127 500000 p11 p5 240 N 
1128.0000 M1128 500000 p34 p7 240 N 
1129.0000 M1129 500000 p36 t55 240 N 
1130.0000 M1130 500000 t52 t65 240 N 
1131.0000 M1131 500000 p24 p10 240 N 
1132.0000 M1132 500000 t59 t50 240 N 
1133.0000 M1133 500000 p5 p21 240 N 
1134.0000 M1134 500000 t56 p23 240 N 
1135.0000 M1135 500000 t65 t48 240 N 
1136.0000 M1136 500000 p13 t76 240 N 
1137.0000 M1137 500000 p28 t57 240 N 
1138.0000 M1138 500000 t78 t56 240 N 
1139.0000 M1139 500000 t56 t44 240 N 
1140.0000 M1140 500000 t61 p8 240 N 
1141.0000 M1141 500000 p2 t40 240 N 
1142.0000 M1142 500000 t44 p38 240 N 
1143.0000 M1143 500000 p32 p0 240 N 
1144.0000 M1144 500000 p6 t67 240 N 
1145.0000 M1145 500000 p21 t42 240 N 
1146.0000 M1146 500000 p1 p34 240 N 
1147.0000 M1147 500000 p21 t78 240 N 
1148.0000 M1148 500000 t71 p8 240 N 
1149.0000 M1149 500000 p23 t76 240 N 
1150.0000 M1150 500000 p5 p29 240 N 
1151.0000 M1151 500000 p27 t64 240 N 
1152.0000 M1152 500000 t65 t57 240 N 
1153.0000 M1153 500000 p8 p4 240 N 
1154.0000 M1154 500000 t78 p32 240 N 
1155.0000 M1155 500000 p23 p20 240 N 
1156.0000 M1156 500000 p16 p32 240 N 
1157.0000 M1157 500000 p31 t71 240 N 
1158.0000 M1158 500000 t64 t66 240 N 
1159.0000 M1159 500000 t59 p21 240 N 
1160.0000 M1160 500000 p27 p19 240 N 
1161.0000 M1161 500000 t47 t71 240 N 
1162.0000 M1162 500000 t67 p19 240 N 
1163.0000 M1163 500000 p0 p38 240 N 
1164.0000 M1164 500000 p30 p36 240 N 
1165.0000 M1165 500000 t46 p5 240 N 
1166.0000 M1166 500000 t70 p33 240 N 
1167.0000 M1167 500000 t72 p28 240 N 
1168.0000 M1168 500000 p9 p15 240 N 
1169.0000 M1169 500000 p18 p10 240 N 
1170.0000 M1170 500000 t53 p4 240 N 
1171.0000 M1171 500000 p17 p36 240 N 
1172.0000 M1172 500000 p0 t52 240 N 
1173.0000 M1173 500000 t51 p15 240 N 
1174.0000 M1174 500000 p13 t44 240 N 
1175.0000 M1175 500000 p34 p21 240 N 
1176.0000 M1176 500000 p25 p18 240 N 
1177.0000 M1177 500000 t58 t61 240 N 
1178.0000 M1178 500000 p37 p15 240 N 
1179.0000 M1179 500000 t67 t77 240 N 
1180.0000 M1180 500000 t60 p33 240 N 
1181.0000 M1181 500000 p19 t76 240 N 
1182.0000 M1182 500000 p39 t58 240 N 
1183.0000 M1183 500000 t42 p29 240 N 
1184.0000 M1184 500000 t76 p33 240 N 
1185.0000 M1185 500000 p26 p10 240 N 
1186.0000 M1186 500000 t49 p20 240 N 
1187.0000 M1187 500000 p7 t40 240 N 
1188.0000 M1188 500000 t64 t68 240 N 
1189.0000 M1189 500000 p12 p19 240 N 
1190.0000 M1190 500000 p13 p0 240 N 
1191.0000 M1191 500000 t78 t54 240 N 
1192.0000 M1192 500000 t56 p6 240 N 
1193.0000 M1193 500000 t51 t76 240 N 
1194.0000 M1194 500000 t53 t73 240 N 
1195.0000 M1195 500000 t40 p29 240 N 
1196.0000 M1196 500000 t43 p24 240 N 
1197.0000 M1197 500000 t58 t50 240 N 
1198.0000 M1198 500000 p38 t44 240 N 
1199.0000 M1199 500000 t65 p24 240 N 
1200.0000 M1200 500000 p29 t65 240 N 
1201.0000 M1201 500000 t65 p5 240 N 
1202.0000 M1202 500000 p23 t47 240 N 
1203.0000 M1203 500000 t55 p20 240 N 
1204.0000 M1204 500000 p21 t50 240 N 
1205.0000 M1205 500000 t70 t45 240 N 
1206.0000 M1206 500000 p6 p0 240 N 
1207.0000 M1207 500000 p17 t77 240 N 
1208.0000 M1208 500000 p25 p33 240 N 
1209.0000 M1209 500000 t47 t75 240 N 
1210.0000 M1210 500000 t42 t50 240 N 
1211.0000 M1211 500000 t62 p14 240 N 
1212.0000 M1212 500000 p2 t61 240 N 
1213.0000 M1213 500000 t69 t72 240 N 
1214.0000 M1214 500000 p23 t63 240 N 
1215.0000 M1215 500000 p23 p6 240 N 
1216.0000 M1216 500000 t63 t48 240 N 
1217.0000 M1217 500000 p36 p28 240 N 
1218.0000 M1218 500000 t64 p35 240 N 
1219.0000 M1219 500000 t53 p14 240 N 
1220.0000 M1220 500000 p24 t75 240 N 
1221.0000 M1221 500000 p6 p15 240 N 
1222.0000 M1222 500000 p2 p26 240 N 
1223.0000 M1223 500000 p33 t45 240 N 
1224.0000 M1224 500000 p22 p35 240 N 
1225.0000 M1225 500000 t51 p5 240 N 
1226.0000 M1226 500000 t43 p29 240 N 
1227.0000 M1227 500000 p24 t76 240 N 
1228.0000 M1228 500000 t46 t55 240 N 
1229.0000 M1229 500000 p12 p1 240 N 
1230.0000 M1230 500000 t70 p26 240 N 
1231.0000 M1231 500000 p27 p17 240 N 
1232.0000 M1232 500000 p2 p1 240 N 
1233.0000 M1233 500000 p20 t58 240 N 
1234.0000 M1234 500000 p9 p0 240 N 
1235.0000 M1235 500000 p5 p15 240 N 
1236.0000 M1236 500000 t54 t63 240 N 
1237.0000 M1237 500000 t71 p27 240 N 
1238.0000 M1238 500000 p23 p1 240 N 
1239.0000 M1239 500000 t59 p35 240 N 
1240.0000 M1240 500000 t76 t42 240 N 
1241.0000 M1241 500000 p38 p8 240 N 
1242.0000 M1242 500000 t64 p15 240 N 
1243.0000 M1243 500000 p36 t56 240 N 
